dessert_category,region,query,name,road_address,jibun_address,telephone,external_link,category_text,mapx,mapy,longitude,latitude,geocode_error,naver_place_id,sid_status,sid_search_keyword,basic_status,phone,phone_status,ai_briefing_json,ai_briefing_status,ai_briefing_debug,visitor_review_total,review_kw_json,review_kw_status,review_kw_debug,hero_img_url,hero_img_status,hero_img_debug,hours_raw,hours_status,hours_debug,basic_try,ai_try
saltbread,daegu,대구 대곡 소금빵,베이커리 라누,대구광역시 달서구 한실로6길 84-26 베이커리 라누,대구광역시 달서구 대곡동 621 베이커리 라누,,https://smartstore.naver.com/bakerylanu,"카페,디저트>베이커리",1285288569,357998193,128.5288501,35.7998307,,1102259891.0,SID_OK_AUTO_DETAIL,대구 베이커리 라누,OK,0507-1471-1429,OK,"[""베이커리 라누는 퀸아망과 소금빵 맛집으로 유명합니다."", ""프랑스 고급 재료를 사용한 빵들이 맛있고, 망고 케이크나 크림 퀸아망 등 다양한 메뉴를 선택할 수 있습니다."", ""매장 내부는 아기자기한 유럽풍 인테리어로 꾸며져 있으며, 야외 테라스에서 빵과 커피를 즐길 수 있는 점도 매력적입니다.""]",OK,bkeel_count=3,498.0,"[{""keyword"": ""빵이 맛있어요"", ""count"": 453}, {""keyword"": ""특별한 메뉴가 있어요"", ""count"": 263}, {""keyword"": ""친절해요"", ""count"": 252}, {""keyword"": ""커피가 맛있어요"", ""count"": 152}, {""keyword"": ""매장이 청결해요"", ""count"": 127}]",OK,keyword_count=5 total=498,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241205_13%2F1733396359617iCSGQ_JPEG%2FIMG_3747.jpeg,OK,"hit=a#_autoPlayable img
src_len=164",월 정기휴무 (매주 월요일) | 화 11:00 - 18:00 | 수 11:00 - 18:00 | 목 11:00 - 18:00 | 금 11:00 - 18:00 | 토 11:00 - 18:00 | 일 정기휴무 (매주 일요일),OK,"hit=hours_toggle
aria_before=false
aria_after=true
w9QyJ_count=8
detail_lines=7",0,0
saltbread,daegu,대구 대곡 소금빵,훈이제빵소,대구광역시 달서구 갈밭로 14 1층 101호,대구광역시 달서구 대곡동 1080-1 1층 101호,,http://band.us@hoonybakery,"카페,디저트>베이커리",1285319783,358015218,128.5321216,35.8014083,,1969533776.0,SID_OK_AUTO_DETAIL,대구 훈이제빵소,OK,0507-1322-8713,OK,[],AI_BRIEFING_NOT_FOUND,,829,"[{""keyword"": ""빵이 맛있어요"", ""count"": 554}, {""keyword"": ""친절해요"", ""count"": 236}, {""keyword"": ""가성비가 좋아요"", ""count"": 137}, {""keyword"": ""특별한 메뉴가 있어요"", ""count"": 135}, {""keyword"": ""매장이 청결해요"", ""count"": 115}]",OK,keyword_count=5 total=829,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210415_70%2F1618472299514C6M3T_PNG%2F0A8JoVORB5J1tpkIh-CvEvkT.png,OK,"hit=a#_autoPlayable img
src_len=178",수 08:00 - 22:00 | 목 08:00 - 22:00 | 금 08:00 - 22:00 | 토 08:00 - 22:00 | 일 정기휴무 (매주 일요일) | 월 08:00 - 22:00 | 화 08:00 - 22:00,OK,"hit=hours_toggle
aria_before=false
aria_after=true
w9QyJ_count=8
detail_lines=7",0,0
saltbread,daegu,대구 화원 소금빵 베이커리,푸른달,대구광역시 달성군 화원읍 성암로1길 58 푸른 달 카페,대구광역시 달성군 화원읍 본리리 108-7 푸른 달 카페,,https://100원커피이벤트-선착순주문하기.com,"음식점>카페,디저트",1285091498,358021918,128.5090864,35.8021989,,,SEARCH_TIMEOUT_NO_UI,대구 푸른달,,,,,,,,,,,,,,,,,0,0
saltbread,daegu,대구 대곡 소금빵,행운의시간들,대구광역시 달서구 화암로 325,대구광역시 달서구 대곡동 1038-1,,http://instagram.com/goodfortunetimes,"카페,디저트>베이커리",1285187551,358041959,128.5187814,35.8042356,,33029463.0,SID_OK_AUTO_DETAIL,대구 행운의시간들,OK,053-633-7227,OK,"[""행운의시간들은 대구 수목원 인근에 위치한 베이커리 카페로, 오픈 주방에서 직접 빵을 굽는 모습을 볼 수 있습니다."", ""메뉴에는 커피, 차, 스무디, 쉐이크 등 다양한 음료와 함께 햄치즈바게트, 허니치즈브레드 등 베이커리 메뉴가 준비되어 있습니다."", ""층고가 높고 깔끔한 인테리어로 쾌적한 분위기를 제공합니다.""]",OK,bkeel_count=3,1.0,"[{""keyword"": ""빵이 맛있어요"", ""count"": 955}, {""keyword"": ""커피가 맛있어요"", ""count"": 211}, {""keyword"": ""친절해요"", ""count"": 186}, {""keyword"": ""특별한 메뉴가 있어요"", ""count"": 183}, {""keyword"": ""매장이 청결해요"", ""count"": 129}]",OK,keyword_count=5 total=1,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190124_112%2F15482958891639Od3p_JPEG%2FzqxeT41EpFP5Ypr70-r8mMyl.jpeg.jpg,OK,"hit=a#_autoPlayable img
src_len=185",월 09:00 - 21:00 | 화 09:00 - 21:00 | 수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 21:00 | 일 09:00 - 21:00,OK,"hit=hours_toggle
aria_before=false
aria_after=true
w9QyJ_count=8
detail_lines=7",0,0
saltbread,daegu,대구 설화명곡역 소금빵,스테이블모먼트 화원점,대구광역시 달성군 화원읍 비슬로 2614-9 스테이블 모먼트,대구광역시 달성군 화원읍 천내리 460-5 스테이블 모먼트,,https://www.instagram.com/stable_moment03,"음식점>카페,디저트",1285028627,358044842,128.5028627,35.8044842,,1377668841.0,SID_OK_AUTO_DETAIL,대구 스테이블모먼트 화원점,OK,0507-1375-6996,OK,"[""스테이블모먼트 화원점은 대구 화원역 근처에 위치한 넓은 대형 카페입니다."", ""반려동물 실내 동반 가능하며, 아기의자 구비 및 키즈존 운영으로 가족 단위 방문객에게 적합합니다."", ""아메리카노는 원두 타입 선택이 가능하며, 시그니처 풀 스테이블 플레이트와 아몬드크림라떼(우유 미포함)가 인기 메뉴입니다.""]",OK,bkeel_count=3,2.0,"[{""keyword"": ""디저트가 맛있어요"", ""count"": 1153}, {""keyword"": ""커피가 맛있어요"", ""count"": 961}, {""keyword"": ""인테리어가 멋져요"", ""count"": 758}, {""keyword"": ""음료가 맛있어요"", ""count"": 389}, {""keyword"": ""뷰가 좋아요"", ""count"": 327}]",OK,keyword_count=5 total=2,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220823_229%2F1661182880326uJMVO_JPEG%2F987AF4BE-3A1C-40AE-99A2-A760B9334E62.jpeg,OK,"hit=a#_autoPlayable img
src_len=193",매일 10:00 - 22:30,OK,"hit=hours_toggle
aria_before=false
aria_after=true
w9QyJ_count=2
detail_lines=1",0,0
saltbread,daegu,대구 달성공원 소금빵,쉼과행복디저트카페,대구광역시 달성군 화원읍 성천로24길 12 1층 쉼과행복디저트카페,대구광역시 달성군 화원읍 천내리 103-1 1층 쉼과행복디저트카페,,https://www.instagram.com/,"음식점>카페,디저트",1284948299,358052954,128.4947437,35.8052769,,1705198320.0,SID_OK_AUTO_DETAIL,대구 쉼과행복디저트카페,OK,,PHONE_NOT_FOUND,[],AI_BRIEFING_NOT_FOUND,,25,"[{""keyword"": ""디저트가 맛있어요"", ""count"": 11}, {""keyword"": ""음료가 맛있어요"", ""count"": 7}, {""keyword"": ""친절해요"", ""count"": 6}, {""keyword"": ""커피가 맛있어요"", ""count"": 5}, {""keyword"": ""특별한 메뉴가 있어요"", ""count"": 5}]",OK,keyword_count=5 total=25,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260107_208%2F17677559500416wh3N_JPEG%2F1000025100.jpg,OK,"hit=a#_autoPlayable img
src_len=166",수 10:00 - 23:00 | 목 10:00 - 23:00 | 금 10:00 - 23:00 | 토 10:00 - 23:00 | 일 정기휴무 (매주 일요일) | 월 10:00 - 23:00 | 화 10:00 - 23:00,OK,"hit=hours_toggle
aria_before=false
aria_after=true
w9QyJ_count=8
detail_lines=7",0,0
saltbread,daegu,대구 달서구 소금빵,우즈베이커리 대곡점,대구광역시 달서구 갈밭로 76 1.2층,대구광역시 달서구 대곡동 1056-1 1.2층,,http://www.wooz.kr/,"음식점>카페,디저트>베이커리",1285285011,358055987,128.5284701,35.8055942,,1461872505.0,SID_OK_AUTO_DETAIL,대구 우즈베이커리 대곡점,OK,053-634-9700,OK,[],AI_BRIEFING_NOT_FOUND,,3,"[{""keyword"": ""빵이 맛있어요"", ""count"": 1503}, {""keyword"": ""커피가 맛있어요"", ""count"": 825}, {""keyword"": ""인테리어가 멋져요"", ""count"": 620}, {""keyword"": ""주차하기 편해요"", ""count"": 504}, {""keyword"": ""음료가 맛있어요"", ""count"": 373}]",OK,keyword_count=5 total=3,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250214_281%2F1739534221965fHSOT_JPEG%2F1000183436.jpg,OK,"hit=a#_autoPlayable img
src_len=166",수 09:00 - 22:00 | 목 09:00 - 22:00 | 금 09:00 - 22:00 | 토 09:00 - 22:00 | 일 09:00 - 22:00 | 월(2/16) 설날 연휴09:00 - 22:00 | 화(2/17) 설날09:00 - 22:00,OK,"hit=hours_toggle
aria_before=false
aria_after=true
w9QyJ_count=8
detail_lines=7",0,0
saltbread,daegu,대구 설화명곡역 소금빵,하토,대구광역시 달성군 화원읍 화원로7길 13 1층,대구광역시 달성군 화원읍 천내리 125-3 1층,,https://www.instagram.com/hato.cafe,"음식점>카페,디저트",1284983650,358068937,128.498365,35.8068937,,,SEARCH_TIMEOUT_NO_UI,대구 하토,,,,,,,,,,,,,,,,,0,0
saltbread,daegu,대구 진천 소금빵,보밀당,대구광역시 달서구 상화로7길 38 1층,대구광역시 달서구 진천동 715-1 1층,,https://youtube.com/https://youtube.com/@bomilldangvlog,"카페,디저트>베이커리",1285201602,358090965,128.5201505,35.8090268,,1301945911.0,SID_OK_AUTO_DETAIL,대구 보밀당,OK,0507-1348-2238,OK,"[""보밀당은 소금베이글과 뚠뚠이마카롱으로 유명한 베이커리 카페입니다."", ""매장은 넓고 아늑한 분위기로, 테이블 간격이 넓어 쾌적합니다."", ""특히 아기의자와 반려동물 동반 가능해 가족이나 애견과 함께 방문하기 좋습니다."", ""주차공간도 마련되어 있어 편리하며, 다양한 음료와 함께 베이글과 마카롱을 즐길 수 있습니다.""]",OK,bkeel_count=4,822.0,"[{""keyword"": ""빵이 맛있어요"", ""count"": 469}, {""keyword"": ""특별한 메뉴가 있어요"", ""count"": 326}, {""keyword"": ""친절해요"", ""count"": 273}, {""keyword"": ""인테리어가 멋져요"", ""count"": 209}, {""keyword"": ""매장이 청결해요"", ""count"": 99}]",OK,keyword_count=5 total=822,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260124_152%2F1769241152218aiUX2_JPEG%2FIMG_2230.jpeg,OK,"hit=a#_autoPlayable img
src_len=165",월 10:00 - 20:00 19:30 라스트오더 | 화 10:00 - 20:00 19:30 라스트오더 | 수 10:00 - 20:00 19:30 라스트오더 | 목 10:00 - 20:00 19:30 라스트오더 | 금 10:00 - 20:00 19:30 라스트오더 | 토 10:00 - 20:00 19:30 라스트오더 | 일 10:00 - 20:00 19:30 라스트오더 | 02/19 휴무 | - 신정 휴무 안내 | 1월 2일,OK,"hit=hours_toggle
aria_before=false
aria_after=true
w9QyJ_count=10
detail_lines=9",0,0
saltbread,daegu,대구 진천 소금빵,폭스브롯,대구광역시 달서구 상화로 157-1,대구광역시 달서구 진천동 833-26,,http://instagram.com/volksbrot,"카페,디저트>베이커리",1285310888,358100545,128.5310839,35.8100504,,33374959.0,SID_OK_AUTO_DETAIL,대구 폭스브롯,OK,053-636-9100,OK,"[""폭스브롯은 당근케이크와 초코케이크 등 디저트류부터 고르곤졸라 바게트까지 다양한 메뉴를 갖춘 베이커리입니다."", ""당근케이크는 매거진에서도 주목받을 정도로 인기가 높으며, 초코케이크는 꾸덕한 크림으로 사랑받습니다."", ""매장은 아늑한 원목 인테리어에 잔잔한 음악이 흐르며, 일요일과 월요일은 정기휴무입니다."", ""주차는 근처 갓길이나 골목에 가능합니다.""]",OK,bkeel_count=4,1.0,"[{""keyword"": ""빵이 맛있어요"", ""count"": 895}, {""keyword"": ""친절해요"", ""count"": 336}, {""keyword"": ""특별한 메뉴가 있어요"", ""count"": 276}, {""keyword"": ""커피가 맛있어요"", ""count"": 251}, {""keyword"": ""가성비가 좋아요"", ""count"": 197}]",OK,keyword_count=5 total=1,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240805_8%2F1722862699320PreRk_JPEG%2F50C74E52-4323-4238-991A-9FB64EA7557B-66110-00002845DDEC1A00.jpeg,OK,"hit=a#_autoPlayable img
src_len=214",월 정기휴무 (매주 월요일) | 화 10:00 - 19:00 | 수 10:00 - 19:00 | 목 10:00 - 19:00 | 금 10:00 - 19:00 | 토 10:00 - 19:00 | 일 정기휴무 (매주 일요일),OK,"hit=hours_toggle
aria_before=false
aria_after=true
w9QyJ_count=8
detail_lines=7",0,0
